fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2023,Ohio,Multifamily Housing,37364169,400,5441763
2023,Ohio,Single Family Housing,288640002,2015,22245963
2023,Ohio,Telecommunications Programs,31574250,10,0
2023,Ohio,Water and Environmental,24668000,9,0
2023,Oklahoma,Business Programs,262871583,98,58881336
2023,Oklahoma,Community Facilities,7513021,64,4925453
2023,Oklahoma,Electric Programs,45907000,2,0
2023,Oklahoma,Multifamily Housing,35231627,255,20054867
2023,Oklahoma,Single Family Housing,168920835,1160,60502717
2023,Oklahoma,Telecommunications Programs,209911089,30,0
2023,Oklahoma,Water and Environmental,52607579,25,13206000
2023,Oregon,Business Programs,83078626,79,57788530
2023,Oregon,Community Facilities,2618000,9,1166900
2023,Oregon,Electric Programs,12500000,2,0
2023,Oregon,Multifamily Housing,33266620,165,12433948
2023,Oregon,Single Family Housing,116113537,430,30493595
2023,Oregon,Telecommunications Programs,148270090,13,0
2023,Oregon,Water and Environmental,19411000,6,0
2023,Pennsylvania,Business Programs,118646991,221,3966417
2023,Pennsylvania,Community Facilities,119526319,70,320337
2023,Pennsylvania,Multifamily Housing,39512028,369,2513851
2023,Pennsylvania,Single Family Housing,268302128,1818,14955323
2023,Pennsylvania,Telecommunications Programs,4742260,7,0
2023,Pennsylvania,Water and Environmental,11506000,3,0
2023,Puerto Rico,Business Programs,44701495,48,44701495
2023,Puerto Rico,Community Facilities,10799655,9,10799655
2023,Puerto Rico,Multifamily Housing,22148244,60,22148244
2023,Puerto Rico,Single Family Housing,194959891,1679,194959891
2023,Puerto Rico,Water and Environmental,33791848,50,33791848
2023,Rhode Island,Business Programs,1059992,10,60439
2023,Rhode Island,Community Facilities,987266,7,192000
2023,Rhode Island,Multifamily Housing,2896838,12,8796
2023,Rhode Island,Single Family Housing,3591225,21,0
2023,Rhode Island,Water and Environmental,5867000,3,0
2023,South Carolina,Business Programs,108531825,65,20978958
2023,South Carolina,Community Facilities,72174034,47,15546934
2023,South Carolina,Electric Programs,187428000,3,0
2023,South Carolina,Multifamily Housing,98309730,363,27305114
2023,South Carolina,Single Family Housing,276642142,1417,82104476
2023,South Carolina,Telecommunications Programs,35467009,9,0
2023,South Carolina,Water and Environmental,37425000,9,33525000
2023,South Dakota,Business Programs,40028104,64,11957142
2023,South Dakota,Community Facilities,10315579,28,1339430
2023,South Dakota,Electric Programs,380155000,11,0
2023,South Dakota,Multifamily Housing,13353048,478,4649108
2023,South Dakota,Single Family Housing,58731211,333,5885982
2023,South Dakota,Telecommunications Programs,7035725,5,0
2023,South Dakota,Water and Environmental,22599000,6,2634000
2023,Tennessee,Business Programs,40484445,80,4761580
2023,Tennessee,Community Facilities,89254184,48,34795223
2023,Tennessee,Multifamily Housing,36599410,312,18633735
2023,Tennessee,Single Family Housing,428885225,2248,85722567
2023,Tennessee,Telecommunications Programs,10890116,9,0
2023,Tennessee,Water and Environmental,42957292,23,11126000
2023,Texas,Business Programs,213996332,87,116197208
2023,Texas,Community Facilities,2018901,24,837689
2023,Texas,Electric Programs,346897000,4,0
2023,Texas,Multifamily Housing,69562557,726,41998556
2023,Texas,Single Family Housing,328141936,2147,108967821
2023,Texas,Telecommunications Programs,81772231,9,0
2023,Texas,Water and Environmental,134124739,67,57572364
2023,Utah,Business Programs,34630225,24,1084955
2023,Utah,Community Facilities,86000,2,50000
2023,Utah,Electric Programs,76500000,1,0
2023,Utah,Multifamily Housing,12462991,68,3220203
2023,Utah,Single Family Housing,129101085,446,5343050
2023,Utah,Telecommunications Programs,18213755,11,0
2023,Utah,Water and Environmental,10119000,11,1000000
2023,Vermont,Business Programs,24365530,73,231655
2023,Vermont,Community Facilities,54793213,24,2651176
2023,Vermont,Electric Programs,40000000,1,0
2023,Vermont,Multifamily Housing,10139984,59,586903
2023,Vermont,Single Family Housing,14581384,165,765681
2023,Vermont,Telecommunications Programs,18099376,2,0
2023,Vermont,Water and Environmental,1905000,6,0
2023,Virginia,Business Programs,86129114,58,55238269
2023,Virginia,Community Facilities,30634900,51,3558100
2023,Virginia,Electric Programs,450000000,1,0
2023,Virginia,Multifamily Housing,34740108,206,12693888
2023,Virginia,Single Family Housing,338462947,1770,43150124
2023,Virginia,Telecommunications Programs,37413581,10,0
2023,Virginia,Water and Environmental,59235893,19,45657893
2023,Washington,Business Programs,72408425,132,11292071
2023,Washington,Community Facilities,48452736,19,3673700
2023,Washington,Electric Programs,46324000,3,0
2023,Washington,Multifamily Housing,47840673,348,19472901
2023,Washington,Single Family Housing,91162926,296,15837910
2023,Washington,Telecommunications Programs,77268445,11,0
2023,Washington,Water and Environmental,27645084,11,669000
2023,West Virginia,Business Programs,19811656,69,2319866
2023,West Virginia,Community Facilities,17250120,19,2124120
2023,West Virginia,Multifamily Housing,20212264,152,2432748
2023,West Virginia,Single Family Housing,150246481,976,12605296
2023,West Virginia,Telecommunications Programs,6470731,7,0
2023,West Virginia,Water and Environmental,20153200,20,5446000
2023,Wisconsin,Business Programs,57742218,106,64341
2023,Wisconsin,Community Facilities,23890400,21,426500
2023,Wisconsin,Multifamily Housing,26558685,783,2754555
2023,Wisconsin,Single Family Housing,101053626,675,7898447
2023,Wisconsin,Telecommunications Programs,29309941,4,0
2023,Wisconsin,Water and Environmental,55541000,32,1810000
2023,Wyoming,Business Programs,2413244,8,0
2023,Wyoming,Community Facilities,1727525,7,1000000
2023,Wyoming,Multifamily Housing,4255744,37,755275
2023,Wyoming,Single Family Housing,74473228,337,7702482
2023,Wyoming,Telecommunications Programs,1415331,2,0
2023,Wyoming,Water and Environmental,12978000,5,0
2024,Alabama,Business Programs,13698294,27,1126981
2024,Alabama,Community Facilities,858000,3,408000
2024,Alabama,Multifamily Housing,47562810,317,22107281
2024,Alabama,Single Family Housing,349731451,1851,48249269
2024,Alabama,Telecommunications Programs,54360,1,0
2024,Alaska,Business Programs,30705823,12,21824267
2024,Alaska,Electric Programs,113695000,2,0
2024,Alaska,Multifamily Housing,5774602,26,1846352
2024,Alaska,Single Family Housing,30309947,123,9905912
2024,Alaska,Telecommunications Programs,657823,1,0
2024,Alaska,Water and Environmental,395000,1,395000
2024,Arizona,Business Programs,35175362,24,6084499
2024,Arizona,Community Facilities,2000000,1,0
2024,Arizona,Electric Programs,83507900,1,0
2024,Arizona,Multifamily Housing,21528481,132,14314697
2024,Arizona,Single Family Housing,140364990,654,81624956
2024,Arizona,Water and Environmental,733000,1,0
2024,Arkansas,Business Programs,24405203,16,18939084
2024,Arkansas,Community Facilities,25000,1,0
2024,Arkansas,Multifamily Housing,25891901,248,11885278
2024,Arkansas,Single Family Housing,290924491,1850,57554351
2024,Arkansas,Water and Environmental,3762000,2,0
2024,California,Business Programs,190361455,118,90176408
2024,California,Community Facilities,1290400,3,225000
2024,California,Multifamily Housing,189393705,402,145067049
2024,California,Single Family Housing,162276248,549,118710412
2024,Colorado,Business Programs,36720012,37,342770
2024,Colorado,Community Facilities,8575000,3,0
2024,Colorado,Multifamily Housing,19777600,154,6623987
2024,Colorado,Single Family Housing,39667308,167,14313031
2024,Connecticut,Business Programs,11238873,4,0
2024,Connecticut,Multifamily Housing,9575290,46,142600
2024,Connecticut,Single Family Housing,10700383,47,1192180
2024,Delaware,Business Programs,2532178,12,1477844
2024,Delaware,Multifamily Housing,9992536,37,5383752
2024,Delaware,Single Family Housing,20901745,74,2590098
2024,Delaware,Telecommunications Programs,183530,1,0
2024,Florida,Business Programs,60091751,24,15142647
2024,Florida,Community Facilities,64000,1,64000
2024,Florida,Multifamily Housing,94112303,565,63068930
2024,Florida,Single Family Housing,168192496,817,44175825
2024,Florida,Telecommunications Programs,42044087,3,0
2024,Georgia,Business Programs,36787951,104,6019098
2024,Georgia,Community Facilities,59000,1,0
2024,Georgia,Electric Programs,105458000,2,0
2024,Georgia,Multifamily Housing,51663178,436,34564431
2024,Georgia,Single Family Housing,244134139,1147,71049397
2024,Hawaii,Business Programs,7895903,14,34979
2024,Hawaii,Community Facilities,936623,2,936623
2024,Hawaii,Multifamily Housing,11123149,22,4981219
2024,Hawaii,Single Family Housing,16474271,50,3274456
2024,Idaho,Business Programs,26200122,38,11486883
2024,Idaho,Community Facilities,3300000,1,0
2024,Idaho,Multifamily Housing,17301604,189,5169283
2024,Idaho,Single Family Housing,26407106,103,6465762
2024,Idaho,Telecommunications Programs,76630,1,0
2024,Idaho,Water and Environmental,7771000,1,0
2024,Illinois,Business Programs,95098419,154,10336610
2024,Illinois,Community Facilities,3344395,3,0
2024,Illinois,Multifamily Housing,36757784,520,2939702
2024,Illinois,Single Family Housing,130549971,1351,10231371
2024,Illinois,Water and Environmental,4600000,4,0
2024,Indiana,Business Programs,36756517,54,338904
2024,Indiana,Multifamily Housing,25183035,723,4302046
2024,Indiana,Single Family Housing,308227641,1728,31121892
2024,Indiana,Water and Environmental,3265000,1,0
2024,Iowa,Business Programs,44844428,176,579678
2024,Iowa,Community Facilities,40600,1,0
2024,Iowa,Electric Programs,18000000,1,0
2024,Iowa,Multifamily Housing,21362011,398,2202873
2024,Iowa,Single Family Housing,109148431,808,6626425
2024,Iowa,Telecommunications Programs,1823465,3,0
2024,Iowa,Water and Environmental,9805000,3,0
2024,Kansas,Business Programs,13803745,95,3945725
2024,Kansas,Community Facilities,21650000,1,0
2024,Kansas,Multifamily Housing,12431439,247,1788048
2024,Kansas,Single Family Housing,97271783,734,10784382
2024,Kansas,Water and Environmental,1646000,3,0
2024,Kentucky,Business Programs,56676239,83,3708681
2024,Kentucky,Community Facilities,300000,1,300000
2024,Kentucky,Electric Programs,60000000,1,0
2024,Kentucky,Multifamily Housing,29321772,297,10672026
2024,Kentucky,Single Family Housing,235015239,1576,38379747
2024,Kentucky,Telecommunications Programs,76322,1,0
2024,Kentucky,Water and Environmental,2730000,4,2675000
2024,Louisiana,Business Programs,34741413,26,12020298
2024,Louisiana,Community Facilities,100000,2,50000
2024,Louisiana,Multifamily Housing,58428403,284,29601186
2024,Louisiana,Single Family Housing,408394018,2266,81693903
2024,Louisiana,Water and Environmental,43000,1,0
2024,Maine,Business Programs,43218443,103,538240
2024,Maine,Community Facilities,850000,1,0
2024,Maine,Multifamily Housing,39246154,322,3996359
2024,Maine,Single Family Housing,89459232,472,4467939
2024,Maryland,Business Programs,15680874,43,498616
2024,Maryland,Community Facilities,903800,4,0
2024,Maryland,Multifamily Housing,19361120,89,8211276
2024,Maryland,Single Family Housing,105288401,389,15083049
2024,Massachusetts,Business Programs,1580013,13,0
2024,Massachusetts,Community Facilities,176838,2,0
2024,Massachusetts,Multifamily Housing,13208183,63,451763
2024,Massachusetts,Single Family Housing,10706214,39,505050
2024,Michigan,Business Programs,57777669,76,456964
2024,Michigan,Community Facilities,1000000,1,0
2024,Michigan,Multifamily Housing,42780654,1516,9533258
2024,Michigan,Single Family Housing,163820196,1132,15697383
2024,Michigan,Telecommunications Programs,193983,1,0
2024,Michigan,Water and Environmental,1855000,2,0
2024,Minnesota,Business Programs,34117775,214,4745359
2024,Minnesota,Community Facilities,5978000,4,27000
2024,Minnesota,Multifamily Housing,26894796,468,4834575
2024,Minnesota,Single Family Housing,96305176,518,9580639
2024,Minnesota,Water and Environmental,9668000,2,0
2024,Mississippi,Business Programs,12725123,31,2638125
2024,Mississippi,Multifamily Housing,65583646,329,43764133
2024,Mississippi,Single Family Housing,229580350,1377,55971615
2024,Mississippi,Telecommunications Programs,471978,1,0
2024,Missouri,Business Programs,139815660,179,4946487
2024,Missouri,Community Facilities,10515500,3,10500000
2024,Missouri,Multifamily Housing,34538326,722,10348059
2024,Missouri,Single Family Housing,358627507,2294,81467309
2024,Missouri,Water and Environmental,1602000,3,0
2024,Montana,Business Programs,7509896,53,116685
2024,Montana,Community Facilities,2400000,2,0
2024,Montana,Multifamily Housing,9164920,155,1510490
2024,Montana,Single Family Housing,33406740,161,3319810
2024,Montana,Water and Environmental,1170000,2,0
2024,Nebraska,Business Programs,12347835,83,0
2024,Nebraska,Electric Programs,16900000,1,0
2024,Nebraska,Multifamily Housing,6811911,210,190848
2024,Nebraska,Single Family Housing,46281126,325,2917077
2024,Nebraska,Water and Environmental,30000,1,30000
2024,Nevada,Business Programs,989868,2,0
2024,Nevada,Community Facilities,615000,1,0
2024,Nevada,Multifamily Housing,13216747,47,5764921
2024,Nevada,Single Family Housing,15021223,65,1804046
2024,Nevada,Water and Environmental,60000,2,30000
2024,New Hampshire,Business Programs,10590402,28,0
2024,New Hampshire,Community Facilities,121000,1,0
2024,New Hampshire,Multifamily Housing,14516493,84,0
2024,New Hampshire,Single Family Housing,9403039,77,908404
2024,New Jersey,Business Programs,17769303,9,683668
2024,New Jersey,Community Facilities,1391000,1,0
2024,New Jersey,Multifamily Housing,9682931,91,768802
2024,New Jersey,Single Family Housing,24439203,118,4628064
2024,New Mexico,Business Programs,31813097,13,1793399
2024,New Mexico,Community Facilities,266000,1,266000
2024,New Mexico,Multifamily Housing,21620812,97,14526697
2024,New Mexico,Single Family Housing,16714504,75,9464076
2024,New York,Business Programs,52270826,73,6618419
2024,New York,Community Facilities,1894000,5,0
2024,New York,Multifamily Housing,26856816,325,2282975
2024,New York,Single Family Housing,63239927,569,7191903
2024,New York,Telecommunications Programs,1054354,2,0
2024,New York,Water and Environmental,2496000,2,0
2024,North Carolina,Business Programs,108634165,39,65643956
2024,North Carolina,Community Facilities,36876400,7,1368000
2024,North Carolina,Electric Programs,16500000,1,0
2024,North Carolina,Multifamily Housing,104878215,554,62297248
2024,North Carolina,Single Family Housing,293015923,1368,94880035
2024,North Carolina,Telecommunications Programs,5804411,2,0
2024,North Carolina,Water and Environmental,149520,1,149520
2024,North Dakota,Business Programs,4772681,22,0
2024,North Dakota,Community Facilities,5850000,2,0
2024,North Dakota,Multifamily Housing,5768096,120,395957
2024,North Dakota,Single Family Housing,23331132,154,1178352
2024,North Dakota,Water and Environmental,60000,2,0
2024,Ohio,Business Programs,12809844,91,1408165
2024,Ohio,Community Facilities,8787000,3,0
2024,Ohio,Multifamily Housing,34492308,354,5200325
2024,Ohio,Single Family Housing,246009912,1583,24921506
2024,Ohio,Telecommunications Programs,1000000,1,0
2024,Ohio,Water and Environmental,7500000,1,0
2024,Oklahoma,Business Programs,31807094,56,14651651
2024,Oklahoma,Multifamily Housing,31460787,172,18396043
2024,Oklahoma,Single Family Housing,185811885,1159,59914897
